8046931 	6768953 	118.87
6867629 	5987966 	114.69
8503008 	7050542 	120.6
9054152 	7548736 	119.95
9277978 	7886883 	117.65
8251504 	7170878 	115.07
8439230 	7092659 	119
8032491 	6753309 	118.93
8111913 	6697954 	121.1
7180505 	6048135 	118.71
7274368 	6299639 	115.46
7768953 	6712395 	115.74
8016847 	6595668 	121.55
7705174 	6302046 	122.27
8187726 	7152828 	114.47
8492178 	7712395 	110.13
9472924 	8523466 	111.14
10186522 	8913357 	114.29
9184116 	8180505 	112.26
9484958 	8794224 	107.86
11156438 	9878460 	112.92
11345367 	10860409 	104.47
13972323 	13800241 	101.25
13333333 	12924188 	103.17
12807461 	12353791 	103.67
12778580 	12560770 	101.73
11364621 	11382671 	99.85
10126354 	9939832 	101.88
10180505 	9894103 	102.89
10009627 	9987966 	100.22
11249097 	11069795 	101.62
10067389 	9790614 	102.82
9651023 	9222623 	104.66
10162455 	9677497 	105.01
10060168 	9634176 	104.43
9300842 	9028881 	103.01
10427196 	9975933 	104.53
10766546 	10255114 	104.99
11837545 	11247894 	105.24
12450060 	11874850 	104.83
12726835 	12150421 	104.73
12876053 	12194946 	105.57
13874850 	13401925 	103.53
12743682 	12246691 	104.05
13860409 	13324910 	104.02
10748496 	10370638 	103.65
12173285 	11669073 	104.33
12350181 	11796631 	104.7
11753309 	11581227 	101.5
13819495 	13246691 	104.33
10040915 	9651023 	104.03
5499398 	5567990 	98.77
7138387 	6929001 	103.03
6626955 	6422383 	103.18
8665463 	7966306 	108.78
9340554 	8933815 	104.56
8657040 	8294826 	104.36
8772563 	8546330 	102.64
8764140 	8669073 	101.11
7950662 	7996390 	99.43
7956679 	7998797 	99.49
6642599 	6890493 	96.4
6833935 	6421179 	106.42
6552347 	6293622 	104.12
5622142 	5487365 	102.42
5258724 	5339350 	98.48
4843562 	5048135 	95.93
4469314 	4380265 	102.01
4237064 	4135981 	102.46
3729242 	3780987 	98.66
3797834 	3661853 	103.71
3643803 	3776173 	96.53
3415162 	3446450 	99.08
2833935 	2953069 	95.99
3145608 	3291215 	95.55
2844765 	2959085 	96.1
2675090 	2909747 	91.95
2359807 	2705174 	87.27
2193742 	2446450 	89.67
2110710 	2368231 	89.11
1702768 	2063779 	82.49
1500602 	1641396 	91.48
1389892 	1783394 	77.93
981949 	1353791 	72.54
956679 	1243081 	76.97
687124 	968712 	70.94
542720 	836342 	64.78
436823 	732852 	59.72
341757 	534296 	63.87
228640 	442840 	51.75
202166 	364621 	55.41
148014 	291215 	50.68
115523 	255114 	45.37
70999 	115523 	61.86
45728 	122744 	36.76
79422 	261131 	30.12
