7714112 	6557178 	117.65
7791971 	6854015 	113.69
7643552 	6607056 	115.67
9265207 	7570560 	122.38
9278589 	7954988 	116.65
8618005 	7340633 	117.4
8099757 	7083942 	114.35
8401460 	6979319 	120.37
8105839 	6576642 	123.26
8003650 	6760341 	118.39
7298054 	6234793 	117.04
7390511 	6110706 	120.95
7746959 	6622871 	116.96
7830900 	6731144 	116.32
7618005 	6442822 	118.25
8672749 	7395377 	117.28
9240876 	7656934 	120.69
9330900 	8607056 	108.43
8812652 	8366180 	105.34
7952555 	7559611 	105.19
10630170 	9576642 	110.99
10987835 	9834550 	111.73
11605839 	10390511 	111.69
14585158 	13559611 	107.56
14188564 	13141119 	107.97
12104623 	12027981 	100.63
12840633 	12832117 	100.07
11518248 	11602190 	99.27
10181265 	10295620 	98.89
10159367 	9742092 	104.28
9647202 	9464720 	101.92
11323601 	10916058 	103.73
10165450 	9628954 	105.58
9610706 	9572993 	100.4
10330900 	9919708 	104.15
9841849 	9484185 	103.78
9385645 	9014599 	104.13
10706813 	9841849 	108.79
10743309 	10300487 	104.29
11703163 	11574209 	101.1
12293187 	11618005 	105.81
12568127 	12225061 	102.82
12897810 	12015815 	107.35
14010949 	13447689 	104.19
12727494 	12437956 	102.32
13633820 	13122871 	103.9
10857664 	10402676 	104.37
12023114 	11710462 	102.67
12259124 	11998783 	102.17
11911192 	11458637 	103.96
13712895 	13125304 	104.47
10118005 	9860097 	102.62
5482968 	5500000 	99.71
7180049 	6916058 	103.81
6517032 	6178832 	105.5
8433090 	7883212 	106.97
9200730 	8772506 	104.88
8648418 	8356448 	103.48
8649635 	8604623 	100.51
8733577 	8749392 	99.81
7916058 	7852798 	100.82
7895377 	7920925 	99.68
6839416 	6895377 	99.2
6597324 	6440389 	102.44
6310219 	6203163 	101.74
5479319 	5482968 	99.94
5136253 	5109489 	100.52
4872263 	4984185 	97.76
4232360 	4345499 	97.37
4096107 	3969586 	103.22
3663017 	3714112 	98.65
3604623 	3618005 	99.63
3491484 	3631387 	96.13
3281022 	3395377 	96.6
2684915 	2862530 	93.81
2987835 	3184915 	93.82
2677616 	2744526 	97.58
2454988 	2818735 	87.07
2195864 	2581509 	85.09
1914842 	2295620 	83.42
2027981 	2333333 	86.92
1542579 	1841849 	83.73
1301703 	1587591 	82.01
1248175 	1614355 	77.36
884428 	1152068 	76.78
824818 	1163017 	70.88
613139 	804136 	76.13
439173 	737226 	59.5
381995 	624088 	61.1
301703 	503650 	59.83
233577 	403893 	58.1
158151 	316302 	49.86
128954 	220195 	58.71
104623 	180049 	58.29
49878 	100973 	48.78
93674 	276156 	34.05
