7114118 	6204706 	114.64
7941176 	6471765	 122.71
8830588 	7336471	120.34
9060000 	7420000	122.1
8522353 	7369412	115.65
8277647 	7140000	115.95
8101176 	6583529	123.06
8038824 	6803529	118.14
7244706 	6035294	120.06
7444706 	6423529	115.91
7612941 	6680000	113.97
7995294 	6688235	119.55
7632941 	6360000	120.03
8295294 	7062353	117.45
8122353 	7058824	115.05
9018824 	8284706	108.86
9671765 	8898824	108.69
9641176 	8615294	111.91
11102353 	9380000	118.35
10055294 	9905882	101.51
11304706 	11142353	101.47
14221176 	13449412	105.74
13512941 	12778824	105.75
12398824 	12172941	101.85
13554118 	13190588	102.75
11160000 	11412941	97.77
10041176 	10007059	100.34
10061176 	9802353	102.65
10183529 	9701176	104.96
11468235 	11172941	102.64
10032941 	9581176	104.73
9536471 	9310588	102.41
10132941 	9648235	105.02
10125882 	9729412	104.08
9475294 	9071765	104.45
10552941 	10197647	103.48
10769412 	10262353	104.94
11831765 	11244706	105.22
12450588 	11960000	104.1
12714118 	12010588	105.86
12887059 	11988235	107.49
13685882 	13365882	102.4
12644706 	12410588	101.88
14095294 	13348235	105.59
11165882 	10751765	103.86
12137647 	11598824	104.64
12345882 	11744706	105.12
13972941 	13294118	105.1
11778824 	11655294	101.07
10275294 	9847059	104.35
5492941 	5568235	98.67
7255294 	6923529	104.81
6691765 	6344706	105.46
8582353 	7928235	108.27
9412941 	8982353	104.8
8588235 	8242353	104.18
8938824 	8722353	102.47
8972941 	8874118	101.12
8017647 	7903529	101.45
8087059 	7967059	101.5
6685882 	6789412	98.46
6969412 	6634118	105.05
6774118 	6330588	107.01
5607059 	5630588	99.58
5361176 	5225882	102.59
4920000 	4920000	100
4441176 	4395294	101.04
4236471 	4297647	98.57
3870588 	3930588	98.46
3783529 	3621176	104.52
3828235 	3801176	100.7
3624706 	3562353	101.77
3061176 	3064706	99.89
3336471 	3456471	96.52
3084706 	3094118	99.67
2804706 	2997647	93.58
2503529 	2883529	86.81
2335294 	2594118	89.98
2303529 	2531765	90.98
1769412 	2187059	80.9
1591765 	1862353	85.52
1642353 	1851765	88.68
1157647 	1518824	76.14
1028235 	1431765	71.73
843529 	1145882	73.62
700000 	944706	74.09
491765 	848235	58.12
409412 	658824	62.05
329412 	550588	59.95
251765 	458824	54.76
198824 	383529	51.99
149412 	311765	47.79
88235 	175294	50.37
56471 	178824	31.59
31765 	115294	27.39
85882 	255294	33.82
