7819594 	6727599 	116.22
7744325 	6768220 	114.43
9084827 	7823178 	116.15
9203106 	8043011 	114.42
9998805 	8563919 	116.75
7958184 	6677419 	119.18
8262843 	7150538 	115.53
8666667 	7204301 	120.31
8443250 	7046595 	119.8
8087216 	6764636 	119.57
8363202 	7089606 	117.96
8187575 	6798088 	120.44
8041816 	6794504 	118.37
7135006 	6113501 	116.69
7427718 	6235364 	119.13
8209080 	6835125 	120.1
8025090 	7133811 	112.5
7524492 	6333333 	118.79
8138590 	6686977 	121.72
7767025 	6898447 	112.62
8879331 	8407407 	105.6
9681004 	8956989 	108.07
9685783 	8455197 	114.55
10158901 	9342891 	108.72
11017921 	9921147 	111.06
10657109 	10161290 	104.87
13866189 	13364397 	103.76
13540024 	13084827 	103.48
12790920 	12483871 	102.46
13929510 	13555556 	102.76
11418160 	11566308 	98.72
9973716 	10034648 	99.39
9884110 	9661888 	102.3
9902031 	9525687 	103.94
11474313 	11186380 	102.58
9952210 	9528076 	104.45
9471924 	9054958 	104.6
10204301 	9862605 	103.46
10034648 	9816010 	102.24
9311828 	8922342 	104.38
10532855 	9942652 	105.95
11047790 	10363202 	106.6
11450418 	11150538 	102.68
12193548 	11776583 	103.54
12531661 	12188769 	102.82
12794504 	12080048 	105.92
13557945 	13062127 	103.8
12603345 	12195938 	103.35
13660693 	13363202 	102.22
10935484 	10743130 	101.79
11888889 	11555556 	102.88
11912784 	11873357 	100.33
11649940 	11522103 	101.12
13741935 	12923536 	106.33
9935484 	9612903 	103.37
5364397 	5514934 	97.28
6902031 	6653524 	103.73
6475508 	6146953 	105.37
8313023 	7979689 	104.16
9102748 	8799283 	103.44
8014337 	8218638 	97.52
8623656 	8518519 	101.22
8408602 	8529271 	98.58
7615293 	7655914 	99.48
7732378 	7562724 	102.23
6287933 	6643967 	94.65
6173238 	6535245 	94.45
6194743 	5968937 	103.76
5038232 	5235364 	96.24
4835125 	4977300 	97.12
4456392 	4559140 	97.74
3880526 	4105137 	94.56
3698925 	3804062 	97.22
3341697 	3610514 	92.58
3194743 	3195938 	99.96
3025090 	3359618 	90.04
2870968 	3088411 	92.99
2262843 	2502987 	90.42
2463560 	2696535 	91.41
2212664 	2338112 	94.63
1994026 	2342891 	85.06
1660693 	2038232 	81.43
1526882 	1916368 	79.64
1391876 	1716846 	81.07
1130227 	1403823 	80.48
867384 	1205496 	71.86
857826 	1150538 	74.57
547192 	805257 	67.9
459976 	788530 	58.22
391876 	591398 	66.12
265233 	433692 	61.07
170848 	370370 	46.24
149343 	292712 	51.16
87216 	247312 	35.14
80048 	175627 	45.96
160096 	333333 	48.25
