7461199	6325235	117.96
8574973	7082982	121.06
8507697	7109678	119.66
8272491	6978314	118.55
8246206	6973835	118.24
7988151	6743986	118.45
8034452	6770018	118.68
7292300	6136861	118.83
7423559	6243397	118.9
7726203	6522622	118.45
7830808	6623549	118.23
7522558	6413156	117.3
8288987	7110572	116.57
8161000	7064032	115.53
8463924	7429876	113.92
9524898	8499586	112.06
9795181	8995340	108.89
10760828	10014541	107.45
10744556	10010718	107.33
11079367	10464099	105.88
14201091	13825863	102.71
13357755	13198894	101.2
12281148	12193044	100.72
12876542	12819413	100.45
11292037	11366731	99.34
9969984	9963699	100.06
9879292	9829885	100.5
9801611	9679225	101.26
11271599	11050548	102
9914552	9653457	102.7
9604727	9323642	103.01
10141582	9724876	104.28
9909833	9565041	103.6
9289224	8890254	104.49
10576456	10112568	104.59
10817432	10369084	104.32
11690644	11216336	104.23
12283353	11706855	104.92
12662559	12067901	104.93
12937116	12274679	105.4
13993123	13404096	104.39
12723691	12232606	104.01
13782610	13249932	104.02
10856214	10499534	103.4
12253040	11759118	104.2
12252515	11710059	104.63
11867147	11488631	103.29
13803796	13168361	104.83
10224798	9850286	103.8
5628162	5600798	100.49
7205176	6891832	104.55
6624865	6213967	106.61
8570000	8047709	106.49
9422827	8929153	105.53
8540366	8307276	102.81
8973192	8637336	103.89
8981235	8756892	102.56
8099033	7994855	101.3
8153588	8014345	101.74
6875890	6826108	100.73
6917026	6701178	103.22
6690003	6339122	105.54
5719180	5557673	102.91
5492805	5298828	103.66
5015412	4936055	101.61
4564266	4509145	101.22
4391409	4249556	103.34
4003493	3938648	101.65
3904424	3836444	101.77
3884879	3831018	101.41
3724605	3664807	101.63
3116177	3149541	98.94
3449237	3443988	100.15
3149307	3194562	98.58
2964127	3116046	95.12
2690547	2941930	91.46
2454168	2721332	90.18
2420196	2662187	90.91
1983724	2271134	87.35
1730224	1976691	87.53
1716514	2020745	84.94
1257795	1558898	80.68
1212683	1545235	78.48
964710	1272428	75.82
765800	1058390	72.36
672819	975341	68.98
530641	813574	65.22
408984	656292	62.32
324282	534597	60.66
263084	452314	58.16
193982	359823	53.91
126484	244595	51.71
94157	193519	48.66
66717	142574	46.79
49532	106924	46.32
36268	81254	44.64
28664	62225	46.07
22045	46603	47.3
18355	36334	50.52
12384	25847	47.91
8852	27082	32.69
