7913625 	6942822 	114
7524331 	6553528 	114.81
8738443 	7394161 	118.2
8403893 	7163017 	117.32
9371046 	7841849 	119.5
8805353 	7400243 	118.99
8843066 	7216545 	122.56
7984185 	7029197 	113.59
8284672 	6940389 	119.37
7841849 	6458637 	121.42
8025547 	6916058 	116.06
7220195 	6029197 	119.73
7512165 	6294404 	119.32
7767640 	6575426 	118.13
7936740 	6630170 	119.71
7976886 	6369830 	125.23
8849148 	7285888 	121.46
8478102 	7418491 	114.26
8358881 	7412409 	112.77
8409976 	8172749 	102.89
9514599 	9413625 	101.07
10441606 	9832117 	106.2
11082725 	9641119 	114.97
11326034 	10439173 	108.5
14680049 	14074209 	104.3
13018248 	12549878 	103.73
12261557 	12178832 	100.68
13256691 	13082725 	101.34
11711679 	11551095 	101.39
10336983 	10301703 	100.34
9886861 	9672749 	102.23
9881995 	9653285 	102.37
11593674 	11040146 	105.03
9930657 	9594891 	103.51
9529197 	9638686 	98.88
10069343 	9576642 	105.13
9773723 	9563260 	102.2
9360097 	8880779 	105.4
10763990 	10192214 	105.61
10836983 	10486618 	103.34
11627737 	11187348 	103.95
12321168 	11729927 	105.05
12549878 	12210462 	102.77
12879562 	12111922 	106.34
13986618 	13433090 	104.12
12423358 	12268856 	101.27
13509732 	13083942 	103.25
11007299 	10526764 	104.56
12125304 	11676399 	103.84
12313869 	11805353 	104.31
11430657 	11055961 	103.39
13411192 	13298054 	100.85
10457421 	9998783 	104.59
5439173 	5557178 	97.86
7278589 	6852798 	106.21
6408759 	6339416 	101.07
8485401 	7850365 	108.09
9058394 	8830900 	102.58
8327251 	8104623 	102.75
8817518 	8566910 	102.93
8768856 	8806569 	99.59
7703163 	7756691 	99.29
7881995 	7798054 	101.08
6509732 	6704380 	97.1
6583942 	6436740 	102.29
6148418 	6223844 	98.79
5259124 	5401460 	97.36
4912409 	5008516 	98.1
4628954 	4778589 	96.87
4077859 	4301703 	94.8
4023114 	3979319 	101.1
3555961 	3680049 	96.63
3470803 	3465937 	100.14
3480535 	3418491 	101.81
3142336 	3225061 	97.43
2622871 	2789538 	94.03
2739659 	3051095 	89.79
2636253 	2784672 	94.67
2329684 	2479319 	93.92
2054745 	2461071 	83.49
1843066 	2160584 	85.3
1790754 	2177616 	82.19
1360097 	1717762 	79.18
1169100 	1427007 	81.93
1120438 	1400243 	80.02
800487 	1100973 	72.71
663017 	1055961 	62.79
563260 	760341 	74.08
372263 	635036 	58.62
330900 	535280 	61.82
229927 	468370 	49.09
192214 	358881 	53.56
126521 	242092 	52.26
91241 	225061 	40.54
66910 	135036 	49.55
128954 	293187 	43.98
